,index,film,budget_processed,genre_1,original_language,popularity,release_date,runtime,revenue
4798,4798,Brubaker,18000000.0,Crime,en,14.503963,6/20/80,125.0,18000000.0
4799,4799,Teaching Mrs. Tingle,13000000,Comedy,en,8.345784,8/11/99,96.0,18000000.0
4800,4800,Beautiful,1500000,Drama,en,2.713961,4/27/09,97.0,18000000.0
4801,4801,Where the Heart Is,15000000,Comedy,en,5.833133,4/27/00,120.0,18000000.0
4802,4802,The Castle,786675,Drama,en,4.337545,4/10/97,85.0,18000000.0
4803,4803,Delicacy,18000000.0,Drama,fr,5.96903,12/20/11,108.0,18000000.0
4804,4804,Forks Over Knives,18000000.0,Documentary,en,3.089226,5/6/11,90.0,18000000.0
4805,4805,Panic,1000000,Comedy,en,7.554807,12/1/00,88.0,18000000.0
4806,4806,The Breakup Guru,18000000.0,Romance,en,0.651512,6/27/14,114.0,18000000.0
4807,4807,Legend of the Fist: The Return of Chen Zhen,18000000.0,Drama,cn,6.183418,9/1/10,105.0,18000000.0
4808,4808,Love Actually,40000000,Comedy,en,10.586815,9/7/03,135.0,18000000.0
4809,4809,Gordy,18000000.0,Drama,en,0.398924,5/12/95,90.0,18000000.0
4810,4810,Rad,18000000.0,Drama,en,5.624953,3/21/86,91.0,18000000.0
4811,4811,American Reunion,50000000,Comedy,en,8.10609,4/4/12,113.0,18000000.0
4812,4812,"Honey, I Shrunk the Kids",32000000,Adventure,en,12.358786,6/22/89,93.0,18000000.0
4813,4813,Sällskapsresan II - Snowroller,18000000.0,Comedy,sv,2.003868,10/3/85,91.0,18000000.0
4814,4814,Driving Miss Daisy,7500000,Comedy,en,10.703677,12/13/89,99.0,18000000.0
4815,4815,New Jack City,8500000,Thriller,en,12.979446,3/8/91,97.0,18000000.0
4816,4816,Guru,4700000,Drama,hi,2.925476,1/12/07,166.0,18000000.0
4817,4817,The Mod Squad,50000000,Action,en,3.826503,3/26/99,92.0,18000000.0
4818,4818,Dhoom,1500000,Action,hi,3.106495,8/27/04,124.0,18000000.0
4819,4819,Love in the Time of Cholera,45000000,Drama,en,5.20735,10/4/07,139.0,18000000.0
4820,4820,Asoka,18000000.0,Drama,hi,1.484908,9/13/01,155.0,18000000.0
4821,4821,Tiny Times 2,18000000.0,Drama,zh,0.867512,8/7/13,116.0,18000000.0
4822,4822,Appointment with Death,18000000.0,Thriller,en,10.158324,4/15/88,102.0,18000000.0
4823,4823,Slumdog Millionaire,15000000,Drama,en,11.258181,5/12/08,120.0,18000000.0
4824,4824,E.T. the Extra-Terrestrial,10500000,Science Fiction,en,19.358546,4/3/82,115.0,18000000.0
4825,4825,The Trip,18000000.0,Comedy,en,8.832903,9/1/10,107.0,18000000.0
4826,4826,Secretariat,35000000,Drama,en,7.681383,8/20/10,123.0,18000000.0
4827,4827,The Devil's Double,19100000,Drama,en,6.681211,2/11/11,109.0,18000000.0
4828,4828,Chaos,20000000,Drama,en,9.51795,1/17/05,106.0,18000000.0
4829,4829,Mommy,4900000,Drama,en,14.876086,5/22/14,138.0,18000000.0
4830,4830,The Best Man Holiday,17000000,Comedy,en,6.102021,11/15/13,123.0,18000000.0
4831,4831,Drona,15000000,Action,hi,0.758985,10/2/08,150.0,18000000.0
4832,4832,Overboard,1880006,Comedy,en,5.549621,12/16/87,106.0,18000000.0
4833,4833,The Girl Who Leapt Through Time,18000000.0,Fantasy,ja,12.430158,7/15/06,98.0,18000000.0
4834,4834,Cinderella,2900000,Family,en,14.436858,3/4/50,74.0,18000000.0
4835,4835,All Over the Guy,18000000.0,Comedy,en,7.332279,3/7/01,95.0,18000000.0
4836,4836,The Lego Movie,60000000,Adventure,en,16.418133,2/6/14,100.0,18000000.0
4837,4837,Das Boot,14000000,Action,de,8.80338,9/16/81,149.0,18000000.0
4838,4838,Bran Nue Dae,7,Comedy,en,0.265854,8/9/09,82.0,18000000.0
4839,4839,Kung Fu Panda 3,145000000,Action,en,14.696548,1/23/16,95.0,18000000.0
4840,4840,Festival in Cannes,18000000.0,Drama,en,0.295987,11/3/01,100.0,18000000.0
4841,4841,HOUBA! On the Trail of the Marsupilami,50000000,Adventure,fr,10.409049,4/3/12,105.0,18000000.0
4842,4842,The Guardian,70000000,Action,en,10.031817,9/28/06,139.0,18000000.0
4843,4843,Love! Valour! Compassion!,2000000,Drama,de,1.7442,5/16/97,108.0,18000000.0
4844,4844,The Ref,11000000,Comedy,en,5.868677,3/9/94,97.0,18000000.0
4845,4845,Eureka,18000000.0,Drama,en,1.721489,5/1/83,130.0,18000000.0
4846,4846,Kingsman: The Secret Service,81000000,Crime,en,28.224212,1/29/15,130.0,18000000.0
4847,4847,The Towering Inferno,14000000,Action,en,7.469056,12/14/74,159.0,18000000.0
4848,4848,Mission: Impossible,80000000,Adventure,en,15.793477,5/22/96,110.0,18000000.0
4849,4849,Sneakers,18000000.0,Comedy,en,7.207325,9/9/92,126.0,18000000.0
4850,4850,Prince of Broadway,18000000.0,Comedy,en,0.154868,9/3/08,102.0,18000000.0
4851,4851,The Lords of Salem,1500000,Horror,en,9.981121,9/10/12,101.0,18000000.0
4852,4852,Mr. Nobody,47000000,Science Fiction,en,11.817059,9/11/09,156.0,18000000.0
4853,4853,Hamburger Hill,18000000.0,War,en,12.373613,8/23/87,112.0,18000000.0
4854,4854,House of Wax,40000000,Horror,en,7.163099,4/30/05,113.0,18000000.0
4855,4855,Cadillac Man,18000000.0,Comedy,en,6.882529,5/18/90,97.0,18000000.0
4856,4856,God's Not Dead,17000000,Drama,en,6.097499,3/21/14,113.0,18000000.0
4857,4857,Shaolin,29000000,Action,cn,5.311245,1/20/11,131.0,18000000.0
4858,4858,Paris 36,18000000.0,Drama,en,12.270513,9/24/08,120.0,18000000.0
4859,4859,Green Lantern,200000000,Adventure,en,13.985631,6/16/11,114.0,18000000.0
4860,4860,Lincoln,65000000,History,en,10.680331,11/9/12,149.0,18000000.0
4861,4861,Beauty and the Beast,25000000,Romance,en,23.433511,11/13/91,84.0,18000000.0
4862,4862,American Sniper,58800000,War,en,19.228561,12/11/14,133.0,18000000.0
4863,4863,Enough,38000000,Drama,en,6.681287,5/24/02,114.0,18000000.0
4864,4864,Blind Date,18000000,Comedy,en,6.696292,3/27/87,95.0,18000000.0
4865,4865,All the Right Moves,18000000.0,Romance,en,7.108331,10/21/83,91.0,18000000.0
4866,4866,Moulin Rouge!,52500000,Drama,en,13.691781,3/9/01,127.0,18000000.0
4867,4867,Taxi to the Dark Side,1000000,Documentary,en,6.415898,4/30/07,106.0,18000000.0
4868,4868,House of Fools,2500000,Drama,ru,0.870645,12/6/02,104.0,18000000.0
4869,4869,The Collector,3400000,Horror,en,6.727804,7/9/09,88.0,18000000.0
4870,4870,Sliding Doors,6000000,Comedy,en,9.7866,4/23/98,99.0,18000000.0
4871,4871,Blue Collar Comedy Tour: The Movie,18000000.0,Comedy,en,1.578537,3/28/03,105.0,18000000.0
4872,4872,Surveillance,3500000,Horror,en,6.804406,2/8/08,97.0,18000000.0
4873,4873,The 5th Wave,38000000,Adventure,en,10.788263,1/14/16,112.0,18000000.0
4874,4874,Endless Love,18000000.0,Romance,en,5.786435,7/17/81,116.0,18000000.0
4875,4875,The Good German,32000000,War,en,5.290831,12/8/06,108.0,18000000.0
4876,4876,Barbershop 2:  Back in Business,18000000,Comedy,en,8.353739,1/20/04,106.0,18000000.0
4877,4877,Absolutely Anything,18000000.0,Comedy,en,14.998954,6/26/15,85.0,18000000.0
4878,4878,Momentum,20000000,Action,en,7.895442,8/1/15,96.0,18000000.0
4879,4879,Coal Miner's Daughter,15000000,Drama,en,2.847277,3/7/80,125.0,18000000.0
4880,4880,Foxfire,18000000.0,Action,en,3.186891,8/23/96,102.0,18000000.0
4881,4881,Playing by Heart,20000000,Drama,en,3.010088,12/30/98,121.0,18000000.0
4882,4882,The Butler,25000000,Drama,en,11.061894,8/16/13,132.0,18000000.0
4883,4883,The Avengers,60000000,Thriller,en,9.562953,8/13/98,89.0,18000000.0
4884,4884,Thanks for Sharing,18000000.0,Comedy,en,11.26248,9/7/12,112.0,18000000.0
4885,4885,Barton Fink,9000000,Comedy,en,8.387026,8/1/91,116.0,18000000.0
4886,4886,To Gillian on Her 37th Birthday,18000000.0,Drama,en,3.263681,10/18/96,93.0,18000000.0
4887,4887,God Bless America,18000000.0,Comedy,en,10.00161,9/9/11,104.0,18000000.0
4888,4888,Jury Duty,18000000.0,Comedy,en,3.676921,4/12/95,88.0,18000000.0
4889,4889,Twelve Monkeys,29500000,Science Fiction,en,12.297305,12/29/95,129.0,18000000.0
4890,4890,My Golden Days,18000000.0,Drama,fr,2.64619,5/20/15,123.0,18000000.0
4891,4891,The Perfect Weapon,10000000,Action,en,1.634827,3/15/91,87.0,18000000.0
4892,4892,Silver Linings Playbook,21000000,Drama,en,14.488111,9/8/12,122.0,18000000.0
4893,4893,Airlift,4500000,Thriller,hi,3.376147,1/22/16,126.0,18000000.0
4894,4894,No,18000000.0,Drama,es,5.97966,8/7/12,118.0,18000000.0
4895,4895,Dr. No,950000,Adventure,en,19.931606,10/4/62,110.0,18000000.0
4896,4896,Kandahar,7000000,Drama,en,1.011029,2/4/10,103.0,18000000.0
4897,4897,Meet Dave,60000000,Comedy,en,11.542926,7/8/08,90.0,18000000.0
4898,4898,John Wick,20000000,Action,en,183.870374,10/22/14,101.0,18000000.0
4899,4899,Charlie's Angels,92000000,Action,en,9.774985,11/2/00,98.0,18000000.0
4900,4900,Reign Over Me,20000000,Drama,en,10.027137,3/23/07,124.0,18000000.0
4901,4901,Like Crazy,250000,Drama,en,8.002786,10/28/11,90.0,18000000.0
4902,4902,Make Your Move,15,Music,en,6.792607,8/7/13,110.0,18000000.0
4903,4903,Knight and Day,117000000,Action,en,12.758942,6/15/10,109.0,18000000.0
4904,4904,Begin Again,8000000,Comedy,en,10.289628,9/7/13,104.0,18000000.0
4905,4905,Mooz-lum,18000000.0,Drama,en,0.816803,2/11/11,95.0,18000000.0
4906,4906,Harry Potter and the Deathly Hallows: Part 1,250000000,Adventure,en,23.300362,10/17/10,146.0,18000000.0
4907,4907,Term Life,16500000,Thriller,en,7.35578,4/29/16,93.0,18000000.0
4908,4908,A Nightmare on Elm Street,35000000,Horror,en,10.40191,4/30/10,95.0,18000000.0
4909,4909,The Secret of NIMH,7000000,Fantasy,en,10.812275,6/17/82,82.0,18000000.0
4910,4910,Detroit Rock City,6500000,Comedy,en,6.074832,8/13/99,95.0,18000000.0
4911,4911,TEKKEN,30000000,Crime,en,12.17886,3/20/10,92.0,18000000.0
4912,4912,Talk Radio,4000000,Drama,en,6.865513,12/21/88,110.0,18000000.0
4913,4913,Oliver & Company,31000000,Animation,en,10.813579,11/18/88,74.0,18000000.0
4914,4914,Ultraviolet,30000000,Science Fiction,en,11.096655,3/3/06,87.0,18000000.0
4915,4915,10,18000000.0,Comedy,en,8.539083,10/4/79,122.0,18000000.0
4916,4916,Stay Alive,9000000,Horror,en,4.854551,3/24/06,100.0,18000000.0
4917,4917,Alvin and the Chipmunks,60000000,Comedy,en,11.805233,12/13/07,92.0,18000000.0
4918,4918,Remember Me,16000000,Drama,en,8.307719,3/12/10,113.0,18000000.0
4919,4919,Down and Out in Beverly Hills,14000000,Comedy,en,9.970485,1/31/86,103.0,18000000.0
4920,4920,Morning Glory,40000000,Comedy,en,10.771255,1/12/10,102.0,18000000.0
4921,4921,Nine Months,18000000.0,Comedy,en,8.482834,7/12/95,103.0,18000000.0
4922,4922,Cooties,18000000.0,Action,en,7.350821,10/10/14,88.0,18000000.0
4923,4923,Underworld: Rise of the Lycans,35000000,Fantasy,en,11.654958,1/22/09,92.0,18000000.0
4924,4924,The Monuments Men,70000000,War,en,11.132411,1/24/14,118.0,18000000.0
4925,4925,The Painting,18000000.0,Fantasy,fr,2.45174,11/22/11,76.0,18000000.0
4926,4926,"As Above, So Below",5000000,Horror,en,10.846585,8/14/14,93.0,18000000.0
4927,4927,Human Nature,6000000,Drama,en,7.714094,5/18/01,96.0,18000000.0
4928,4928,The Remaining,18000000.0,Thriller,en,14.788837,8/25/14,88.0,18000000.0
4929,4929,Like Father Like Son,18000000.0,Comedy,en,9.071509,10/2/87,96.0,18000000.0
4930,4930,Fur: An Imaginary Portrait of Diane Arbus,16800000,Drama,en,5.108321,8/30/06,122.0,18000000.0
4931,4931,FairyTale: A True Story,18000000.0,Fantasy,en,3.553746,1/1/97,99.0,18000000.0
4932,4932,Willow,35000000,Adventure,en,9.918312,5/1/88,126.0,18000000.0
4933,4933,Hangar 18,18000000.0,Action,en,0.657274,7/1/80,97.0,18000000.0
4934,4934,Jurassic World,150000000,Action,en,32.790475,6/9/15,124.0,18000000.0
4935,4935,Echelon Conspiracy,18000000.0,Action,en,6.624498,2/27/09,105.0,18000000.0
4936,4936,Gerontophilia,18000000.0,Romance,en,2.815898,8/28/13,90.0,18000000.0
4937,4937,The Grifters,18000000.0,Crime,en,10.809693,9/14/90,110.0,18000000.0
4938,4938,Gloria,18000000.0,Comedy,es,3.534494,2/10/13,105.0,18000000.0
4939,4939,Spring,18000000.0,Horror,en,6.976514,3/20/14,109.0,18000000.0
4940,4940,Mr. Saturday Night,43000000,Drama,en,0.987196,9/23/92,119.0,18000000.0
4941,4941,Last Chance Harvey,18000000.0,Drama,en,4.088346,12/25/08,92.0,18000000.0
4942,4942,Lake Placid,27000000,Horror,en,13.787108,7/15/99,82.0,18000000.0
4943,4943,Primal Fear,30000000,Crime,en,10.326213,4/3/96,129.0,18000000.0
4944,4944,The Child,18000000.0,Romance,fr,5.462645,7/10/05,95.0,18000000.0
4945,4945,Winter's Bone,2000000,Drama,en,7.27941,6/11/10,100.0,18000000.0
4946,4946,Parasite,800000,Horror,en,0.577976,3/12/82,85.0,18000000.0
4947,4947,Music Within,18000000.0,Comedy,en,5.507134,1/5/07,94.0,18000000.0
4948,4948,The Samaritan,12000000,Thriller,en,11.52128,3/2/12,90.0,18000000.0
4949,4949,Fear and Loathing in Las Vegas,18500000,Adventure,en,9.220346,5/22/98,118.0,18000000.0
4950,4950,The Bridges of Madison County,24000000,Drama,en,5.951077,5/28/95,135.0,18000000.0
4951,4951,Mongol: The Rise of Genghis Khan,18000000,History,ru,6.375447,9/20/07,120.0,18000000.0
4952,4952,Riddick,38000000,Science Fiction,en,9.596377,9/2/13,119.0,18000000.0
4953,4953,Black Book,21000000,Drama,nl,7.440511,9/1/06,145.0,18000000.0
4954,4954,SLC Punk,18000000.0,Crime,en,4.370812,9/24/98,97.0,18000000.0
4955,4955,The Skeleton Twins,18000000.0,Drama,en,9.44394,1/18/14,90.0,18000000.0
4956,4956,Flipped,14000000,Romance,en,10.279685,8/6/10,89.0,18000000.0
4957,4957,Beastmaster 2: Through the Portal of Time,6000000,Action,en,4.038283,6/8/91,107.0,18000000.0
4958,4958,Manderlay,14200000,Drama,da,4.568999,5/16/05,139.0,18000000.0
4959,4959,A Whole Life Ahead,5940000,Romance,it,3.372144,3/28/08,117.0,18000000.0
4960,4960,"I, Frankenstein",65000000,Horror,en,9.415817,1/22/14,92.0,18000000.0
4961,4961,Teen Witch,18000000.0,Romance,en,4.649104,4/28/89,94.0,18000000.0
4962,4962,Stalingrad,30000000,War,ru,0.595196,10/9/13,131.0,18000000.0
4963,4963,The Protector 2,18000000.0,Action,th,13.517632,10/23/13,104.0,18000000.0
4964,4964,Antikiller 2: Antiterror,18000000.0,,ru,0.238166,12/12/03,125.0,18000000.0
4965,4965,Out on a Limb,11000000,Comedy,en,1.305774,9/4/92,82.0,18000000.0
4966,4966,Stigmata,29000000,Horror,en,9.304144,9/10/99,103.0,18000000.0
4967,4967,Devil in a Blue Dress,27000000,Drama,en,4.646132,9/15/95,102.0,18000000.0
4968,4968,Beyond the Gates of Splendor,18000000.0,Documentary,en,0.002354,1/1/02,96.0,18000000.0
4969,4969,Sprung,18000000.0,Comedy,en,1.511388,5/14/97,105.0,18000000.0
4970,4970,Intersection,45000000,Drama,en,8.295437,1/21/94,98.0,18000000.0
4971,4971,The Music Never Stopped,4000000,Drama,en,13.504065,3/18/11,105.0,18000000.0
4972,4972,Bicycle Thieves,133000,Drama,it,13.233136,11/24/48,93.0,18000000.0
4973,4973,Leatherheads,58000000,Comedy,en,9.37102,3/24/08,114.0,18000000.0
4974,4974,Camp,18000000.0,Comedy,en,6.411695,9/5/03,114.0,18000000.0
4975,4975,The D Train,447524,Drama,en,3.993759,5/8/15,101.0,18000000.0
4976,4976,High Fidelity,30000000,Comedy,en,8.524956,3/17/00,113.0,18000000.0
4977,4977,Wanda Nevada,18000000.0,Drama,en,1.267946,6/1/79,107.0,18000000.0
4978,4978,Hobo with a Shotgun,3000000,Action,en,10.926038,5/6/11,86.0,18000000.0
4979,4979,Samba,20000000,Drama,fr,11.024334,10/15/14,118.0,18000000.0
4980,4980,House of Flying Daggers,18000000.0,Adventure,zh,9.3002,5/19/04,119.0,18000000.0
4981,4981,Color of Night,40000000,Drama,en,14.228963,8/19/94,121.0,18000000.0
4982,4982,Boy,3,Drama,en,3.308503,2/14/10,87.0,18000000.0
4983,4983,Dancer in the Dark,12800000,Drama,en,10.684806,5/17/00,140.0,18000000.0
4984,4984,Django Unchained,100000000,Drama,en,19.785025,12/25/12,165.0,18000000.0
4985,4985,House of Usher,270000,Horror,en,3.481988,6/21/60,79.0,18000000.0
4986,4986,A Christmas Tale,18000000.0,Drama,fr,3.855934,5/16/08,152.0,18000000.0
4987,4987,A Driver for Vera,3300000,Drama,ru,0.975857,7/27/04,105.0,18000000.0
4988,4988,Silent Hill: Revelation 3D,20000000,Thriller,en,5.745206,10/10/12,94.0,18000000.0
4989,4989,The Central Park Five,18000000.0,Documentary,en,2.24163,5/24/12,119.0,18000000.0
4990,4990,Wonderland,5000000,Crime,en,8.062123,10/23/03,104.0,18000000.0
4991,4991,The Brothers Grimm,88000000,Adventure,en,15.66148,8/26/05,118.0,18000000.0
4992,4992,A Letter to Momo,18000000.0,Comedy,ja,9.491888,4/21/12,120.0,18000000.0
4993,4993,Pathfinder,45000000,Adventure,en,11.101549,1/11/07,99.0,18000000.0
4994,4994,The Friends at the Margherita Cafe,18000000.0,Drama,it,1.736532,4/3/09,90.0,18000000.0
4995,4995,Brother,12000000,Crime,ja,8.134524,9/9/00,114.0,18000000.0
4996,4996,DodgeBall: A True Underdog Story,20000000,Comedy,en,11.967379,6/18/04,92.0,18000000.0
4997,4997,In Cold Blood,3500000,Crime,en,8.592792,12/14/67,134.0,18000000.0
4998,4998,Down with Love,35000000,Action,en,9.392508,5/8/03,101.0,18000000.0
4999,4999,The Girl with the Dragon Tattoo,90000000,Thriller,en,8.907829,12/14/11,158.0,18000000.0
5000,5000,Sherlock Holmes,90000000,Action,en,15.68604,12/23/09,128.0,18000000.0
5001,5001,Catch Me If You Can,52000000,Drama,en,19.833077,12/25/02,141.0,18000000.0
5002,5002,Live and Let Die,7000000,Adventure,en,9.773768,7/5/73,121.0,18000000.0
5003,5003,The Company Men,15000000,Drama,en,5.858803,10/21/10,104.0,18000000.0
5004,5004,Dogma,10000000,Fantasy,en,8.559088,11/12/99,130.0,18000000.0
5005,5005,47 Ronin,175000000,Drama,en,14.88937,12/6/13,119.0,18000000.0
5006,5006,Deuce Bigalow: Male Gigolo,17000000,Comedy,en,6.567794,12/10/99,88.0,18000000.0
5007,5007,The Mummy: Tomb of the Dragon Emperor,145000000,Adventure,en,14.250227,7/1/08,112.0,18000000.0
5008,5008,High Plains Drifter,5500000,Western,en,9.91087,4/19/73,105.0,18000000.0
5009,5009,Wazir,5200000,Thriller,hi,3.571376,1/7/16,102.0,18000000.0
5010,5010,In the Land of Blood and Honey,10000000,Drama,en,2.772269,12/23/11,127.0,18000000.0
5011,5011,Hard Rain,70000000,Thriller,en,6.363405,1/16/98,97.0,18000000.0
5012,5012,Smokey and the Bandit Part 3,18000000.0,Action,en,13.721966,8/12/83,85.0,18000000.0
5013,5013,Young Guns,13000000,Crime,en,9.905174,8/12/88,107.0,18000000.0
5014,5014,Les Misérables,18000000.0,Crime,en,12.238488,5/1/98,134.0,18000000.0
5015,5015,A League of Their Own,40000000,Comedy,en,10.852038,7/1/92,128.0,18000000.0
5016,5016,Friends with Money,6500000,Comedy,en,8.869162,9/7/06,88.0,18000000.0
5017,5017,Pumpkinhead,3500000,Fantasy,en,11.841506,6/9/88,86.0,18000000.0
5018,5018,The Replacement Killers,30000000,Action,en,9.384887,2/6/98,87.0,18000000.0
5019,5019,"Love, Rosie",18000000.0,Comedy,en,14.566103,10/16/14,102.0,18000000.0
5020,5020,Last Train Home,18000000.0,Documentary,zh,0.719517,6/6/09,85.0,18000000.0
5021,5021,Do the Right Thing,6500000,Drama,en,10.465403,6/30/89,120.0,18000000.0
5022,5022,Superman: Unbound,18000000.0,Animation,en,7.389122,5/6/13,75.0,18000000.0
5023,5023,Serenity,39000000,Science Fiction,en,11.919995,8/25/05,119.0,18000000.0
5024,5024,Snipes,18000000.0,Drama,en,2.0769,9/13/01,113.0,18000000.0
5025,5025,The Out-of-Towners,75000000,Comedy,en,9.019881,4/2/99,90.0,18000000.0
5026,5026,Memoirs of an Invisible Man,40000000,Comedy,en,6.064099,2/28/92,99.0,18000000.0
5027,5027,The Big Lebowski,15000000,Comedy,en,15.952524,3/6/98,117.0,18000000.0
5028,5028,Upside Down,60000000,Romance,en,7.37535,9/27/12,104.0,18000000.0
5029,5029,West Side Story,6000000,Crime,en,8.389903,10/18/61,152.0,18000000.0
5030,5030,High Security Vacation,5000000,Comedy,ru,0.824156,8/25/09,115.0,18000000.0
5031,5031,Land of the Lost,100000000,Adventure,en,7.642063,6/5/09,102.0,18000000.0
5032,5032,Mrs. Brown's Boys D'Movie,5900000,Comedy,en,1.840891,6/27/14,94.0,18000000.0
5033,5033,Lookin' to Get Out,17000000,Comedy,en,0.963345,10/8/82,105.0,18000000.0
5034,5034,Belizaire the Cajun,18000000.0,Romance,en,0.063442,6/13/86,103.0,18000000.0
5035,5035,Hamlet,2000000,Drama,en,12.896203,5/12/00,112.0,18000000.0
5036,5036,Getaway,18000000,Action,en,13.224288,8/29/13,90.0,18000000.0
5037,5037,The Croods,135000000,Adventure,en,14.757874,3/20/13,98.0,18000000.0
5038,5038,Blackfish,18000000.0,Documentary,en,5.495138,6/7/13,83.0,18000000.0
5039,5039,The Infiltrator,25000000,Crime,en,11.504398,7/13/16,127.0,18000000.0
5040,5040,A Fish Called Wanda,7500000,Comedy,en,11.400353,7/15/88,108.0,18000000.0
5041,5041,Matinee,18000000.0,Comedy,en,7.256473,1/29/93,99.0,18000000.0
5042,5042,Trance,20000000,Thriller,en,7.876299,3/27/13,101.0,18000000.0
5043,5043,Sex and the City 2,100000000,Comedy,en,7.255991,5/26/10,146.0,18000000.0
5044,5044,The Angels' Share,18000000.0,Drama,en,12.807728,6/1/12,101.0,18000000.0
5045,5045,Guinevere,2600000,Drama,en,4.004968,9/4/99,104.0,18000000.0
5046,5046,Killer of Sheep,100000,Drama,en,2.777856,11/14/78,83.0,18000000.0
5047,5047,The River Rat,18000000.0,Adventure,en,0.57743,9/28/84,94.0,18000000.0
5048,5048,The Rum Diary,45000000,Drama,en,10.110504,10/13/11,120.0,18000000.0
5049,5049,The Informer,243000,Drama,en,2.000496,5/9/35,91.0,18000000.0
5050,5050,Rise of the Guardians,145000000,Fantasy,en,10.943775,11/21/12,97.0,18000000.0
5051,5051,Con Air,75000000,Action,en,11.545982,6/1/97,115.0,18000000.0
5052,5052,Lock Up,24000000,Action,en,4.701379,8/4/89,115.0,18000000.0
5053,5053,How to Lose a Guy in 10 Days,50000000,Comedy,en,5.188107,2/7/03,116.0,18000000.0
5054,5054,Sling Blade,1000000,Drama,en,9.475693,8/30/96,135.0,18000000.0
5055,5055,Naruto Shippuden the Movie: Road to Ninja,18000000.0,Fantasy,ja,5.525454,7/28/12,109.0,18000000.0
5056,5056,Waxwork,18000000.0,Horror,en,8.575666,6/17/88,95.0,18000000.0
5057,5057,The Young Messiah,18500000,Drama,en,1.729199,3/10/16,120.0,18000000.0
5058,5058,Set It Off,9000000,Drama,en,6.85606,11/6/96,118.0,18000000.0
5059,5059,Escape Plan,50000000,Action,en,14.191611,10/9/13,115.0,18000000.0
5060,5060,Triple 9,20000000,Action,en,12.892504,2/19/16,115.0,18000000.0
5061,5061,Requiem,18000000.0,Action,en,1.286005,12/28/01,98.0,18000000.0
5062,5062,15,18000000.0,,ro,0.03856,10/21/05,95.0,18000000.0
5063,5063,Repo Men,32000000,Action,en,7.502967,3/18/10,111.0,18000000.0
5064,5064,The Words,6000000,Drama,en,6.089971,9/7/12,96.0,18000000.0
5065,5065,Lagaan: Once Upon a Time in India,5200000,Adventure,hi,4.97451,6/15/01,224.0,18000000.0
5066,5066,Death at a Funeral,21000000,Comedy,en,10.863441,4/15/10,92.0,18000000.0
5067,5067,The Graduate,3000000,Drama,en,12.057829,12/21/67,106.0,18000000.0
5068,5068,True Grit,38000000,Drama,en,10.730765,12/22/10,110.0,18000000.0
5069,5069,Elite Squad: The Enemy Within,18000000.0,Drama,pt,12.334357,10/8/10,115.0,18000000.0
5070,5070,Disclosure,55000000,Drama,en,11.812244,12/9/94,123.0,18000000.0
5071,5071,L.A. Confidential,35000000,Crime,en,10.989442,9/19/97,138.0,18000000.0
5072,5072,Final Analysis,18000000.0,Drama,en,4.43707,2/7/92,117.0,18000000.0
5073,5073,Suspicion,1103000,Mystery,en,5.660476,11/14/41,99.0,18000000.0
5074,5074,The House of Mirth,10000000,Drama,en,2.492547,9/23/00,140.0,18000000.0
5075,5075,Losing Isaiah,17000000,Drama,en,7.698526,3/17/95,106.0,18000000.0
5076,5076,Forces of Nature,75000000,Romance,en,7.906035,3/12/99,105.0,18000000.0
5077,5077,Secret Admirer,18000000.0,Comedy,en,4.44326,6/14/85,90.0,18000000.0
5078,5078,200 Cigarettes,6000000,Comedy,en,3.227046,2/26/99,101.0,18000000.0
5079,5079,"Yours, Mine & Ours",45000000,Comedy,en,10.238422,11/23/05,90.0,18000000.0
5080,5080,The International,50000000,Drama,en,6.583609,2/3/09,118.0,18000000.0
5081,5081,Convoy,12000000,Action,en,4.925738,6/27/78,110.0,18000000.0
5082,5082,Black and White,10000000,Drama,en,1.191035,9/4/99,98.0,18000000.0
5083,5083,Dragonslayer,18000000,Fantasy,en,3.383201,6/26/81,108.0,18000000.0
5084,5084,Lucky Island,2000000,Comedy,ru,0.536756,12/5/13,82.0,18000000.0
5085,5085,Shaft in Africa,2142000,Adventure,en,1.424722,6/14/73,112.0,18000000.0
5086,5086,The Hollywood Knights,2500000,Comedy,en,2.599219,5/30/80,91.0,18000000.0
5087,5087,Bully,18000000.0,Crime,en,4.877774,6/15/01,113.0,18000000.0
5088,5088,Serena,18000000.0,Drama,en,7.381098,10/12/14,102.0,18000000.0
5089,5089,Ondine,12000000,Drama,en,4.757269,9/14/09,111.0,18000000.0
5090,5090,Frailty,11000000,Drama,en,7.397953,11/17/01,100.0,18000000.0
5091,5091,It's a Boy Girl Thing,15500000,Comedy,en,8.960677,12/26/06,95.0,18000000.0
5092,5092,Dark Water,30000000,Drama,en,6.53565,6/27/05,105.0,18000000.0
5093,5093,Inherent Vice,20000000,Comedy,en,13.52638,12/25/14,148.0,18000000.0
5094,5094,Timeline,80000000,Action,en,6.982762,11/26/03,116.0,18000000.0
5095,5095,King Solomon's Mines,12500000,Action,en,6.138795,3/20/85,100.0,18000000.0
5096,5096,American Strays,18000000.0,Action,en,0.51063,9/12/96,97.0,18000000.0
5097,5097,Ok Jaanu,18000000.0,Drama,hi,4.448075,1/3/17,135.0,18000000.0
5098,5098,Silenced,2200000,Drama,ko,4.385574,9/22/11,125.0,18000000.0
5099,5099,Pay the Ghost,18000000.0,Horror,en,7.935683,9/16/15,94.0,18000000.0
